Bank Settings
1	1.0	0.01	0.01	5000.0	1.0	1
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	2
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	3
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	4
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	5
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	5
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	1
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	1
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	1
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	1
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	1
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	2
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	3
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	4
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	5
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	6
1	1.0	0.01	0.01	5000.0	8.988465674311579E307	7
